"region","category","language","type","count"
"Toronto","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_home",1045
"Toronto","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_work",45
"Calgary","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_home",155
"Calgary","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_home",70
"Edmonton","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_home",90
"Vancouver","Non-Official & Non-Aboriginal languages","Lithuanian","most_at_work",10
"Montréal","Non-Official & Non-Aboriginal languages","Macedonian","most_at_home",110
"Montréal","Non-Official & Non-Aboriginal languages","Macedonian","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Macedonian","most_at_home",4970
"Toronto","Non-Official & Non-Aboriginal languages","Macedonian","most_at_work",75
"Calgary","Non-Official & Non-Aboriginal languages","Macedonian","most_at_home",80
"Calgary","Non-Official & Non-Aboriginal languages","Macedonian","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Macedonian","most_at_home",90
"Edmonton","Non-Official & Non-Aboriginal languages","Macedonian","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Macedonian","most_at_home",120
"Vancouver","Non-Official & Non-Aboriginal languages","Macedonian","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Malagasy","most_at_home",260
"Montréal","Non-Official & Non-Aboriginal languages","Malagasy","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Malagasy","most_at_home",15
"Toronto","Non-Official & Non-Aboriginal languages","Malagasy","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Malagasy","most_at_home",10
"Calgary","Non-Official & Non-Aboriginal languages","Malagasy","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Malagasy","most_at_home",10
"Edmonton","Non-Official & Non-Aboriginal languages","Malagasy","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Malagasy","most_at_home",5
"Vancouver","Non-Official & Non-Aboriginal languages","Malagasy","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Malay","most_at_home",165
"Montréal","Non-Official & Non-Aboriginal languages","Malay","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Malay","most_at_home",1455
"Toronto","Non-Official & Non-Aboriginal languages","Malay","most_at_work",35
"Calgary","Non-Official & Non-Aboriginal languages","Malay","most_at_home",235
"Calgary","Non-Official & Non-Aboriginal languages","Malay","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Malay","most_at_home",135
"Edmonton","Non-Official & Non-Aboriginal languages","Malay","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Malay","most_at_home",1050
"Vancouver","Non-Official & Non-Aboriginal languages","Malay","most_at_work",55
"Montréal","Non-Official & Non-Aboriginal languages","Malayalam","most_at_home",190
"Montréal","Non-Official & Non-Aboriginal languages","Malayalam","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Malayalam","most_at_home",6400
"Toronto","Non-Official & Non-Aboriginal languages","Malayalam","most_at_work",55
"Calgary","Non-Official & Non-Aboriginal languages","Malayalam","most_at_home",1295
"Calgary","Non-Official & Non-Aboriginal languages","Malayalam","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Malayalam","most_at_home",2330
"Edmonton","Non-Official & Non-Aboriginal languages","Malayalam","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Malayalam","most_at_home",890
"Vancouver","Non-Official & Non-Aboriginal languages","Malayalam","most_at_work",0
"Montréal","Aboriginal languages","Malecite","most_at_home",0
"Montréal","Aboriginal languages","Malecite","most_at_work",0
"Toronto","Aboriginal languages","Malecite","most_at_home",0
"Toronto","Aboriginal languages","Malecite","most_at_work",0
"Calgary","Aboriginal languages","Malecite","most_at_home",0
"Calgary","Aboriginal languages","Malecite","most_at_work",0
"Edmonton","Aboriginal languages","Malecite","most_at_home",0
"Edmonton","Aboriginal languages","Malecite","most_at_work",0
"Vancouver","Aboriginal languages","Malecite","most_at_home",0
"Vancouver","Aboriginal languages","Malecite","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Maltese","most_at_home",0
"Montréal","Non-Official & Non-Aboriginal languages","Maltese","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Maltese","most_at_home",875
"Toronto","Non-Official & Non-Aboriginal languages","Maltese","most_at_work",20
"Calgary","Non-Official & Non-Aboriginal languages","Maltese","most_at_home",5
"Calgary","Non-Official & Non-Aboriginal languages","Maltese","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Maltese","most_at_home",10
"Edmonton","Non-Official & Non-Aboriginal languages","Maltese","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Maltese","most_at_home",5
"Vancouver","Non-Official & Non-Aboriginal languages","Maltese","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Mandarin","most_at_home",34300
"Montréal","Non-Official & Non-Aboriginal languages","Mandarin","most_at_work",2945
"Toronto","Non-Official & Non-Aboriginal languages","Mandarin","most_at_home",179670
"Toronto","Non-Official & Non-Aboriginal languages","Mandarin","most_at_work",26135
"Calgary","Non-Official & Non-Aboriginal languages","Mandarin","most_at_home",21140
"Calgary","Non-Official & Non-Aboriginal languages","Mandarin","most_at_work",1385
"Edmonton","Non-Official & Non-Aboriginal languages","Mandarin","most_at_home",14725
"Edmonton","Non-Official & Non-Aboriginal languages","Mandarin","most_at_work",710
"Vancouver","Non-Official & Non-Aboriginal languages","Mandarin","most_at_home",138680
"Vancouver","Non-Official & Non-Aboriginal languages","Mandarin","most_at_work",23195
"Montréal","Non-Official & Non-Aboriginal languages","Marathi","most_at_home",75
"Montréal","Non-Official & Non-Aboriginal languages","Marathi","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Marathi","most_at_home",2005
"Toronto","Non-Official & Non-Aboriginal languages","Marathi","most_at_work",25
"Calgary","Non-Official & Non-Aboriginal languages","Marathi","most_at_home",440
"Calgary","Non-Official & Non-Aboriginal languages","Marathi","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Marathi","most_at_home",335
"Edmonton","Non-Official & Non-Aboriginal languages","Marathi","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Marathi","most_at_home",245
"Vancouver","Non-Official & Non-Aboriginal languages","Marathi","most_at_work",0
"Montréal","Aboriginal languages","Mi'kmaq","most_at_home",5
"Montréal","Aboriginal languages","Mi'kmaq","most_at_work",0
"Toronto","Aboriginal languages","Mi'kmaq","most_at_home",5
"Toronto","Aboriginal languages","Mi'kmaq","most_at_work",0
"Calgary","Aboriginal languages","Mi'kmaq","most_at_home",0
"Calgary","Aboriginal languages","Mi'kmaq","most_at_work",0
"Edmonton","Aboriginal languages","Mi'kmaq","most_at_home",0
"Edmonton","Aboriginal languages","Mi'kmaq","most_at_work",0
"Vancouver","Aboriginal languages","Mi'kmaq","most_at_home",0
"Vancouver","Aboriginal languages","Mi'kmaq","most_at_work",0
"Montréal","Aboriginal languages","Michif","most_at_home",0
"Montréal","Aboriginal languages","Michif","most_at_work",0
"Toronto","Aboriginal languages","Michif","most_at_home",5
"Toronto","Aboriginal languages","Michif","most_at_work",0
"Calgary","Aboriginal languages","Michif","most_at_home",5
"Calgary","Aboriginal languages","Michif","most_at_work",0
"Edmonton","Aboriginal languages","Michif","most_at_home",0
"Edmonton","Aboriginal languages","Michif","most_at_work",0
"Vancouver","Aboriginal languages","Michif","most_at_home",5
"Vancouver","Aboriginal languages","Michif","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Min Dong","most_at_home",0
"Montréal","Non-Official & Non-Aboriginal languages","Min Dong","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Min Dong","most_at_home",240
"Toronto","Non-Official & Non-Aboriginal languages","Min Dong","most_at_work",25
"Calgary","Non-Official & Non-Aboriginal languages","Min Dong","most_at_home",10
"Calgary","Non-Official & Non-Aboriginal languages","Min Dong","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Min Dong","most_at_home",15
"Edmonton","Non-Official & Non-Aboriginal languages","Min Dong","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Min Dong","most_at_home",65
"Vancouver","Non-Official & Non-Aboriginal languages","Min Dong","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_home",1775
"Montréal","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_work",70
"Toronto","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_home",5065
"Toronto","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_work",225
"Calgary","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_home",675
"Calgary","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_work",15
"Edmonton","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_home",555
"Edmonton","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_work",20
"Vancouver","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_home",4645
"Vancouver","Non-Official & Non-Aboriginal languages","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","most_at_work",210
"Montréal","Aboriginal languages","Mohawk","most_at_home",15
"Montréal","Aboriginal languages","Mohawk","most_at_work",0
"Toronto","Aboriginal languages","Mohawk","most_at_home",5
"Toronto","Aboriginal languages","Mohawk","most_at_work",0
"Calgary","Aboriginal languages","Mohawk","most_at_home",0
"Calgary","Aboriginal languages","Mohawk","most_at_work",0
"Edmonton","Aboriginal languages","Mohawk","most_at_home",0
"Edmonton","Aboriginal languages","Mohawk","most_at_work",0
"Vancouver","Aboriginal languages","Mohawk","most_at_home",0
"Vancouver","Aboriginal languages","Mohawk","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Mongolian","most_at_home",140
"Montréal","Non-Official & Non-Aboriginal languages","Mongolian","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Mongolian","most_at_home",200
"Toronto","Non-Official & Non-Aboriginal languages","Mongolian","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Mongolian","most_at_home",280
"Calgary","Non-Official & Non-Aboriginal languages","Mongolian","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Mongolian","most_at_home",45
"Edmonton","Non-Official & Non-Aboriginal languages","Mongolian","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Mongolian","most_at_home",160
"Vancouver","Non-Official & Non-Aboriginal languages","Mongolian","most_at_work",10
"Montréal","Aboriginal languages","Montagnais (Innu)","most_at_home",20
"Montréal","Aboriginal languages","Montagnais (Innu)","most_at_work",0
"Toronto","Aboriginal languages","Montagnais (Innu)","most_at_home",0
"Toronto","Aboriginal languages","Montagnais (Innu)","most_at_work",0
"Calgary","Aboriginal languages","Montagnais (Innu)","most_at_home",0
"Calgary","Aboriginal languages","Montagnais (Innu)","most_at_work",0
"Edmonton","Aboriginal languages","Montagnais (Innu)","most_at_home",0
"Edmonton","Aboriginal languages","Montagnais (Innu)","most_at_work",0
"Vancouver","Aboriginal languages","Montagnais (Innu)","most_at_home",0
"Vancouver","Aboriginal languages","Montagnais (Innu)","most_at_work",0
"Montréal","Aboriginal languages","Moose Cree","most_at_home",0
"Montréal","Aboriginal languages","Moose Cree","most_at_work",0
"Toronto","Aboriginal languages","Moose Cree","most_at_home",5
"Toronto","Aboriginal languages","Moose Cree","most_at_work",0
"Calgary","Aboriginal languages","Moose Cree","most_at_home",0
"Calgary","Aboriginal languages","Moose Cree","most_at_work",0
"Edmonton","Aboriginal languages","Moose Cree","most_at_home",0
"Edmonton","Aboriginal languages","Moose Cree","most_at_work",0
"Vancouver","Aboriginal languages","Moose Cree","most_at_home",0
"Vancouver","Aboriginal languages","Moose Cree","most_at_work",0
"Montréal","Aboriginal languages","Naskapi","most_at_home",10
"Montréal","Aboriginal languages","Naskapi","most_at_work",0
"Toronto","Aboriginal languages","Naskapi","most_at_home",0
"Toronto","Aboriginal languages","Naskapi","most_at_work",0
"Calgary","Aboriginal languages","Naskapi","most_at_home",0
"Calgary","Aboriginal languages","Naskapi","most_at_work",0
"Edmonton","Aboriginal languages","Naskapi","most_at_home",0
"Edmonton","Aboriginal languages","Naskapi","most_at_work",0
"Vancouver","Aboriginal languages","Naskapi","most_at_home",0
"Vancouver","Aboriginal languages","Naskapi","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Nepali","most_at_home",260
"Montréal","Non-Official & Non-Aboriginal languages","Nepali","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Nepali","most_at_home",3085
"Toronto","Non-Official & Non-Aboriginal languages","Nepali","most_at_work",55
"Calgary","Non-Official & Non-Aboriginal languages","Nepali","most_at_home",1335
"Calgary","Non-Official & Non-Aboriginal languages","Nepali","most_at_work",25
"Edmonton","Non-Official & Non-Aboriginal languages","Nepali","most_at_home",1395
"Edmonton","Non-Official & Non-Aboriginal languages","Nepali","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Nepali","most_at_home",555
"Vancouver","Non-Official & Non-Aboriginal languages","Nepali","most_at_work",20
"Montréal","Non-Official & Non-Aboriginal languages","Niger-Congo languages, n.i.e.","most_at_home",835
"Montréal","Non-Official & Non-Aboriginal languages","Niger-Congo languages, n.i.e.","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Niger-Congo languages, n.i.e.","most_at_home",735
"Toronto","Non-Official & Non-Aboriginal languages","Niger-Congo languages, n.i.e.","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Niger-Congo languages, n.i.e.","most_at_home",280
"Calgary","Non-Official & Non-Aboriginal languages","Niger-Congo languages, n.i.e.","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Niger-Congo languages, n.i.e.","most_at_home",495
"Edmonton","Non-Official & Non-Aboriginal languages","Niger-Congo languages, n.i.e.","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Niger-Congo languages, n.i.e.","most_at_home",150
"Vancouver","Non-Official & Non-Aboriginal languages","Niger-Congo languages, n.i.e.","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Nilo-Saharan languages, n.i.e.","most_at_home",55
"Montréal","Non-Official & Non-Aboriginal languages","Nilo-Saharan languages, n.i.e.","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Nilo-Saharan languages, n.i.e.","most_at_home",75
"Toronto","Non-Official & Non-Aboriginal languages","Nilo-Saharan languages, n.i.e.","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Nilo-Saharan languages, n.i.e.","most_at_home",470
"Calgary","Non-Official & Non-Aboriginal languages","Nilo-Saharan languages, n.i.e.","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Nilo-Saharan languages, n.i.e.","most_at_home",165
"Edmonton","Non-Official & Non-Aboriginal languages","Nilo-Saharan languages, n.i.e.","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Nilo-Saharan languages, n.i.e.","most_at_home",65
"Vancouver","Non-Official & Non-Aboriginal languages","Nilo-Saharan languages, n.i.e.","most_at_work",0
"Montréal","Aboriginal languages","Nisga'a","most_at_home",0
"Montréal","Aboriginal languages","Nisga'a","most_at_work",0
"Toronto","Aboriginal languages","Nisga'a","most_at_home",0
"Toronto","Aboriginal languages","Nisga'a","most_at_work",0
"Calgary","Aboriginal languages","Nisga'a","most_at_home",0
"Calgary","Aboriginal languages","Nisga'a","most_at_work",0
"Edmonton","Aboriginal languages","Nisga'a","most_at_home",0
"Edmonton","Aboriginal languages","Nisga'a","most_at_work",0
"Vancouver","Aboriginal languages","Nisga'a","most_at_home",10
"Vancouver","Aboriginal languages","Nisga'a","most_at_work",0
"Montréal","Aboriginal languages","North Slavey (Hare)","most_at_home",0
"Montréal","Aboriginal languages","North Slavey (Hare)","most_at_work",0
"Toronto","Aboriginal languages","North Slavey (Hare)","most_at_home",0
"Toronto","Aboriginal languages","North Slavey (Hare)","most_at_work",0
"Calgary","Aboriginal languages","North Slavey (Hare)","most_at_home",0
"Calgary","Aboriginal languages","North Slavey (Hare)","most_at_work",0
"Edmonton","Aboriginal languages","North Slavey (Hare)","most_at_home",0
"Edmonton","Aboriginal languages","North Slavey (Hare)","most_at_work",0
"Vancouver","Aboriginal languages","North Slavey (Hare)","most_at_home",0
"Vancouver","Aboriginal languages","North Slavey (Hare)","most_at_work",0
"Montréal","Aboriginal languages","Northern East Cree","most_at_home",30
"Montréal","Aboriginal languages","Northern East Cree","most_at_work",15
"Toronto","Aboriginal languages","Northern East Cree","most_at_home",0
"Toronto","Aboriginal languages","Northern East Cree","most_at_work",0
"Calgary","Aboriginal languages","Northern East Cree","most_at_home",0
"Calgary","Aboriginal languages","Northern East Cree","most_at_work",0
"Edmonton","Aboriginal languages","Northern East Cree","most_at_home",15
"Edmonton","Aboriginal languages","Northern East Cree","most_at_work",0
"Vancouver","Aboriginal languages","Northern East Cree","most_at_home",0
"Vancouver","Aboriginal languages","Northern East Cree","most_at_work",0
"Montréal","Aboriginal languages","Northern Tutchone","most_at_home",0
"Montréal","Aboriginal languages","Northern Tutchone","most_at_work",0
"Toronto","Aboriginal languages","Northern Tutchone","most_at_home",0
"Toronto","Aboriginal languages","Northern Tutchone","most_at_work",0
"Calgary","Aboriginal languages","Northern Tutchone","most_at_home",0
"Calgary","Aboriginal languages","Northern Tutchone","most_at_work",0
"Edmonton","Aboriginal languages","Northern Tutchone","most_at_home",0
"Edmonton","Aboriginal languages","Northern Tutchone","most_at_work",0
"Vancouver","Aboriginal languages","Northern Tutchone","most_at_home",0
"Vancouver","Aboriginal languages","Northern Tutchone","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Norwegian","most_at_home",15
"Montréal","Non-Official & Non-Aboriginal languages","Norwegian","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Norwegian","most_at_home",40
"Toronto","Non-Official & Non-Aboriginal languages","Norwegian","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Norwegian","most_at_home",25
"Calgary","Non-Official & Non-Aboriginal languages","Norwegian","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Norwegian","most_at_home",15
"Edmonton","Non-Official & Non-Aboriginal languages","Norwegian","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Norwegian","most_at_home",70
"Vancouver","Non-Official & Non-Aboriginal languages","Norwegian","most_at_work",15
"Montréal","Aboriginal languages","Nuu-chah-nulth (Nootka)","most_at_home",0
"Montréal","Aboriginal languages","Nuu-chah-nulth (Nootka)","most_at_work",0
"Toronto","Aboriginal languages","Nuu-chah-nulth (Nootka)","most_at_home",0
"Toronto","Aboriginal languages","Nuu-chah-nulth (Nootka)","most_at_work",10
"Calgary","Aboriginal languages","Nuu-chah-nulth (Nootka)","most_at_home",0
"Calgary","Aboriginal languages","Nuu-chah-nulth (Nootka)","most_at_work",0
"Edmonton","Aboriginal languages","Nuu-chah-nulth (Nootka)","most_at_home",0
"Edmonton","Aboriginal languages","Nuu-chah-nulth (Nootka)","most_at_work",0
"Vancouver","Aboriginal languages","Nuu-chah-nulth (Nootka)","most_at_home",0
"Vancouver","Aboriginal languages","Nuu-chah-nulth (Nootka)","most_at_work",0
"Montréal","Aboriginal languages","Oji-Cree","most_at_home",0
"Montréal","Aboriginal languages","Oji-Cree","most_at_work",0
"Toronto","Aboriginal languages","Oji-Cree","most_at_home",5
"Toronto","Aboriginal languages","Oji-Cree","most_at_work",0
"Calgary","Aboriginal languages","Oji-Cree","most_at_home",0
"Calgary","Aboriginal languages","Oji-Cree","most_at_work",0
"Edmonton","Aboriginal languages","Oji-Cree","most_at_home",0
"Edmonton","Aboriginal languages","Oji-Cree","most_at_work",0
"Vancouver","Aboriginal languages","Oji-Cree","most_at_home",0
"Vancouver","Aboriginal languages","Oji-Cree","most_at_work",0
"Montréal","Aboriginal languages","Ojibway","most_at_home",0
"Montréal","Aboriginal languages","Ojibway","most_at_work",0
"Toronto","Aboriginal languages","Ojibway","most_at_home",35
"Toronto","Aboriginal languages","Ojibway","most_at_work",0
"Calgary","Aboriginal languages","Ojibway","most_at_home",5
"Calgary","Aboriginal languages","Ojibway","most_at_work",0
"Edmonton","Aboriginal languages","Ojibway","most_at_home",20
"Edmonton","Aboriginal languages","Ojibway","most_at_work",0
"Vancouver","Aboriginal languages","Ojibway","most_at_home",5
"Vancouver","Aboriginal languages","Ojibway","most_at_work",0
"Montréal","Aboriginal languages","Okanagan","most_at_home",0
"Montréal","Aboriginal languages","Okanagan","most_at_work",0
"Toronto","Aboriginal languages","Okanagan","most_at_home",0
"Toronto","Aboriginal languages","Okanagan","most_at_work",0
"Calgary","Aboriginal languages","Okanagan","most_at_home",0
"Calgary","Aboriginal languages","Okanagan","most_at_work",0
"Edmonton","Aboriginal languages","Okanagan","most_at_home",0
"Edmonton","Aboriginal languages","Okanagan","most_at_work",0
"Vancouver","Aboriginal languages","Okanagan","most_at_home",0
"Vancouver","Aboriginal languages","Okanagan","most_at_work",0
"Montréal","Aboriginal languages","Oneida","most_at_home",0
"Montréal","Aboriginal languages","Oneida","most_at_work",0
"Toronto","Aboriginal languages","Oneida","most_at_home",0
"Toronto","Aboriginal languages","Oneida","most_at_work",0
"Calgary","Aboriginal languages","Oneida","most_at_home",0
"Calgary","Aboriginal languages","Oneida","most_at_work",0
"Edmonton","Aboriginal languages","Oneida","most_at_home",0
"Edmonton","Aboriginal languages","Oneida","most_at_work",0
"Vancouver","Aboriginal languages","Oneida","most_at_home",0
"Vancouver","Aboriginal languages","Oneida","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Oriya (Odia)","most_at_home",15
"Montréal","Non-Official & Non-Aboriginal languages","Oriya (Odia)","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Oriya (Odia)","most_at_home",270
"Toronto","Non-Official & Non-Aboriginal languages","Oriya (Odia)","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Oriya (Odia)","most_at_home",50
"Calgary","Non-Official & Non-Aboriginal languages","Oriya (Odia)","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Oriya (Odia)","most_at_home",35
"Edmonton","Non-Official & Non-Aboriginal languages","Oriya (Odia)","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Oriya (Odia)","most_at_home",30
"Vancouver","Non-Official & Non-Aboriginal languages","Oriya (Odia)","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Oromo","most_at_home",5
"Montréal","Non-Official & Non-Aboriginal languages","Oromo","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Oromo","most_at_home",545
"Toronto","Non-Official & Non-Aboriginal languages","Oromo","most_at_work",15
"Calgary","Non-Official & Non-Aboriginal languages","Oromo","most_at_home",710
"Calgary","Non-Official & Non-Aboriginal languages","Oromo","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Oromo","most_at_home",885
"Edmonton","Non-Official & Non-Aboriginal languages","Oromo","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Oromo","most_at_home",75
"Vancouver","Non-Official & Non-Aboriginal languages","Oromo","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.","most_at_home",105
"Montréal","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.","most_at_home",320
"Toronto","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.","most_at_home",110
"Calgary","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.","most_at_home",75
"Edmonton","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.","most_at_work",10
"Vancouver","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.","most_at_home",110
"Vancouver","Non-Official & Non-Aboriginal languages","Other languages, n.i.e.","most_at_work",25
"Montréal","Aboriginal languages","Ottawa (Odawa)","most_at_home",0
"Montréal","Aboriginal languages","Ottawa (Odawa)","most_at_work",0
"Toronto","Aboriginal languages","Ottawa (Odawa)","most_at_home",5
"Toronto","Aboriginal languages","Ottawa (Odawa)","most_at_work",0
"Calgary","Aboriginal languages","Ottawa (Odawa)","most_at_home",0
"Calgary","Aboriginal languages","Ottawa (Odawa)","most_at_work",0
"Edmonton","Aboriginal languages","Ottawa (Odawa)","most_at_home",0
"Edmonton","Aboriginal languages","Ottawa (Odawa)","most_at_work",0
"Vancouver","Aboriginal languages","Ottawa (Odawa)","most_at_home",0
"Vancouver","Aboriginal languages","Ottawa (Odawa)","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)","most_at_home",60
"Montréal","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)","most_at_work",10
"Toronto","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)","most_at_home",405
"Toronto","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)","most_at_home",65
"Calgary","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)","most_at_home",130
"Edmonton","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)","most_at_home",140
"Vancouver","Non-Official & Non-Aboriginal languages","Pampangan (Kapampangan, Pampango)","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Pangasinan","most_at_home",15
"Montréal","Non-Official & Non-Aboriginal languages","Pangasinan","most_at_work",0
"Toronto","Non-Official & Non-Aboriginal languages","Pangasinan","most_at_home",80
"Toronto","Non-Official & Non-Aboriginal languages","Pangasinan","most_at_work",0
"Calgary","Non-Official & Non-Aboriginal languages","Pangasinan","most_at_home",20
"Calgary","Non-Official & Non-Aboriginal languages","Pangasinan","most_at_work",0
"Edmonton","Non-Official & Non-Aboriginal languages","Pangasinan","most_at_home",25
"Edmonton","Non-Official & Non-Aboriginal languages","Pangasinan","most_at_work",0
"Vancouver","Non-Official & Non-Aboriginal languages","Pangasinan","most_at_home",55
"Vancouver","Non-Official & Non-Aboriginal languages","Pangasinan","most_at_work",0
"Montréal","Non-Official & Non-Aboriginal languages","Pashto","most_at_home",880
"Montréal","Non-Official & Non-Aboriginal languages","Pashto","most_at_work",10
"Toronto","Non-Official & Non-Aboriginal languages","Pashto","most_at_home",4845
"Toronto","Non-Official & Non-Aboriginal languages","Pashto","most_at_work",10
"Calgary","Non-Official & Non-Aboriginal languages","Pashto","most_at_home",1055
"Calgary","Non-Official & Non-Aboriginal languages","Pashto","most_at_work",15
"Edmonton","Non-Official & Non-Aboriginal languages","Pashto","most_at_home",430
"Edmonton","Non-Official & Non-Aboriginal languages","Pashto","most_at_work",0
