"","region","category","language","type","count"
"2845","Vancouver","Aboriginal languages","Southern Tutchone","mother_tongue",0
"2846","Vancouver","Aboriginal languages","Southern Tutchone","most_at_home",0
"2847","Vancouver","Aboriginal languages","Southern Tutchone","most_at_work",0
"2848","Vancouver","Aboriginal languages","Southern Tutchone","lang_known",0
"2849","Toronto","Non-Official & Non-Aboriginal languages","Spanish","mother_tongue",126500
"2850","Toronto","Non-Official & Non-Aboriginal languages","Spanish","most_at_home",70370
"2851","Toronto","Non-Official & Non-Aboriginal languages","Spanish","most_at_work",3660
"2852","Toronto","Non-Official & Non-Aboriginal languages","Spanish","lang_known",206090
"2853","Calgary","Non-Official & Non-Aboriginal languages","Spanish","mother_tongue",28690
"2854","Calgary","Non-Official & Non-Aboriginal languages","Spanish","most_at_home",17540
"2855","Calgary","Non-Official & Non-Aboriginal languages","Spanish","most_at_work",725
"2856","Calgary","Non-Official & Non-Aboriginal languages","Spanish","lang_known",52265
"2857","Edmonton","Non-Official & Non-Aboriginal languages","Spanish","mother_tongue",18470
"2858","Edmonton","Non-Official & Non-Aboriginal languages","Spanish","most_at_home",10880
"2859","Edmonton","Non-Official & Non-Aboriginal languages","Spanish","most_at_work",405
"2860","Edmonton","Non-Official & Non-Aboriginal languages","Spanish","lang_known",33180
"2861","Vancouver","Non-Official & Non-Aboriginal languages","Spanish","mother_tongue",36625
"2862","Vancouver","Non-Official & Non-Aboriginal languages","Spanish","most_at_home",18310
"2863","Vancouver","Non-Official & Non-Aboriginal languages","Spanish","most_at_work",1040
"2864","Vancouver","Non-Official & Non-Aboriginal languages","Spanish","lang_known",75105
"2865","Toronto","Aboriginal languages","Squamish","mother_tongue",0
"2866","Toronto","Aboriginal languages","Squamish","most_at_home",0
"2867","Toronto","Aboriginal languages","Squamish","most_at_work",0
"2868","Toronto","Aboriginal languages","Squamish","lang_known",0
"2869","Calgary","Aboriginal languages","Squamish","mother_tongue",0
"2870","Calgary","Aboriginal languages","Squamish","most_at_home",0
"2871","Calgary","Aboriginal languages","Squamish","most_at_work",0
"2872","Calgary","Aboriginal languages","Squamish","lang_known",0
"2873","Edmonton","Aboriginal languages","Squamish","mother_tongue",0
"2874","Edmonton","Aboriginal languages","Squamish","most_at_home",0
"2875","Edmonton","Aboriginal languages","Squamish","most_at_work",0
"2876","Edmonton","Aboriginal languages","Squamish","lang_known",0
"2877","Vancouver","Aboriginal languages","Squamish","mother_tongue",20
"2878","Vancouver","Aboriginal languages","Squamish","most_at_home",5
"2879","Vancouver","Aboriginal languages","Squamish","most_at_work",0
"2880","Vancouver","Aboriginal languages","Squamish","lang_known",225
"2881","Toronto","Aboriginal languages","Stoney","mother_tongue",0
"2882","Toronto","Aboriginal languages","Stoney","most_at_home",0
"2883","Toronto","Aboriginal languages","Stoney","most_at_work",0
"2884","Toronto","Aboriginal languages","Stoney","lang_known",10
"2885","Calgary","Aboriginal languages","Stoney","mother_tongue",90
"2886","Calgary","Aboriginal languages","Stoney","most_at_home",30
"2887","Calgary","Aboriginal languages","Stoney","most_at_work",0
"2888","Calgary","Aboriginal languages","Stoney","lang_known",95
"2889","Edmonton","Aboriginal languages","Stoney","mother_tongue",155
"2890","Edmonton","Aboriginal languages","Stoney","most_at_home",25
"2891","Edmonton","Aboriginal languages","Stoney","most_at_work",0
"2892","Edmonton","Aboriginal languages","Stoney","lang_known",280
"2893","Vancouver","Aboriginal languages","Stoney","mother_tongue",0
"2894","Vancouver","Aboriginal languages","Stoney","most_at_home",0
"2895","Vancouver","Aboriginal languages","Stoney","most_at_work",0
"2896","Vancouver","Aboriginal languages","Stoney","lang_known",0
"2897","Toronto","Aboriginal languages","Straits","mother_tongue",0
"2898","Toronto","Aboriginal languages","Straits","most_at_home",0
"2899","Toronto","Aboriginal languages","Straits","most_at_work",0
"2900","Toronto","Aboriginal languages","Straits","lang_known",0
"2901","Calgary","Aboriginal languages","Straits","mother_tongue",0
"2902","Calgary","Aboriginal languages","Straits","most_at_home",0
"2903","Calgary","Aboriginal languages","Straits","most_at_work",0
"2904","Calgary","Aboriginal languages","Straits","lang_known",10
"2905","Edmonton","Aboriginal languages","Straits","mother_tongue",0
"2906","Edmonton","Aboriginal languages","Straits","most_at_home",0
"2907","Edmonton","Aboriginal languages","Straits","most_at_work",0
"2908","Edmonton","Aboriginal languages","Straits","lang_known",0
"2909","Vancouver","Aboriginal languages","Straits","mother_tongue",0
"2910","Vancouver","Aboriginal languages","Straits","most_at_home",0
"2911","Vancouver","Aboriginal languages","Straits","most_at_work",0
"2912","Vancouver","Aboriginal languages","Straits","lang_known",0
"2913","Toronto","Non-Official & Non-Aboriginal languages","Swahili","mother_tongue",3215
"2914","Toronto","Non-Official & Non-Aboriginal languages","Swahili","most_at_home",1230
"2915","Toronto","Non-Official & Non-Aboriginal languages","Swahili","most_at_work",10
"2916","Toronto","Non-Official & Non-Aboriginal languages","Swahili","lang_known",10355
"2917","Calgary","Non-Official & Non-Aboriginal languages","Swahili","mother_tongue",795
"2918","Calgary","Non-Official & Non-Aboriginal languages","Swahili","most_at_home",350
"2919","Calgary","Non-Official & Non-Aboriginal languages","Swahili","most_at_work",20
"2920","Calgary","Non-Official & Non-Aboriginal languages","Swahili","lang_known",2420
"2921","Edmonton","Non-Official & Non-Aboriginal languages","Swahili","mother_tongue",1245
"2922","Edmonton","Non-Official & Non-Aboriginal languages","Swahili","most_at_home",585
"2923","Edmonton","Non-Official & Non-Aboriginal languages","Swahili","most_at_work",0
"2924","Edmonton","Non-Official & Non-Aboriginal languages","Swahili","lang_known",3535
"2925","Vancouver","Non-Official & Non-Aboriginal languages","Swahili","mother_tongue",585
"2926","Vancouver","Non-Official & Non-Aboriginal languages","Swahili","most_at_home",155
"2927","Vancouver","Non-Official & Non-Aboriginal languages","Swahili","most_at_work",0
"2928","Vancouver","Non-Official & Non-Aboriginal languages","Swahili","lang_known",2655
"2929","Toronto","Aboriginal languages","Swampy Cree","mother_tongue",30
"2930","Toronto","Aboriginal languages","Swampy Cree","most_at_home",5
"2931","Toronto","Aboriginal languages","Swampy Cree","most_at_work",0
"2932","Toronto","Aboriginal languages","Swampy Cree","lang_known",30
"2933","Calgary","Aboriginal languages","Swampy Cree","mother_tongue",10
"2934","Calgary","Aboriginal languages","Swampy Cree","most_at_home",0
"2935","Calgary","Aboriginal languages","Swampy Cree","most_at_work",0
"2936","Calgary","Aboriginal languages","Swampy Cree","lang_known",10
"2937","Edmonton","Aboriginal languages","Swampy Cree","mother_tongue",25
"2938","Edmonton","Aboriginal languages","Swampy Cree","most_at_home",0
"2939","Edmonton","Aboriginal languages","Swampy Cree","most_at_work",0
"2940","Edmonton","Aboriginal languages","Swampy Cree","lang_known",30
"2941","Vancouver","Aboriginal languages","Swampy Cree","mother_tongue",15
"2942","Vancouver","Aboriginal languages","Swampy Cree","most_at_home",0
"2943","Vancouver","Aboriginal languages","Swampy Cree","most_at_work",0
"2944","Vancouver","Aboriginal languages","Swampy Cree","lang_known",20
"2945","Toronto","Non-Official & Non-Aboriginal languages","Swedish","mother_tongue",1140
"2946","Toronto","Non-Official & Non-Aboriginal languages","Swedish","most_at_home",220
"2947","Toronto","Non-Official & Non-Aboriginal languages","Swedish","most_at_work",25
"2948","Toronto","Non-Official & Non-Aboriginal languages","Swedish","lang_known",2575
"2949","Calgary","Non-Official & Non-Aboriginal languages","Swedish","mother_tongue",295
"2950","Calgary","Non-Official & Non-Aboriginal languages","Swedish","most_at_home",50
"2951","Calgary","Non-Official & Non-Aboriginal languages","Swedish","most_at_work",0
"2952","Calgary","Non-Official & Non-Aboriginal languages","Swedish","lang_known",640
"2953","Edmonton","Non-Official & Non-Aboriginal languages","Swedish","mother_tongue",265
"2954","Edmonton","Non-Official & Non-Aboriginal languages","Swedish","most_at_home",65
"2955","Edmonton","Non-Official & Non-Aboriginal languages","Swedish","most_at_work",0
"2956","Edmonton","Non-Official & Non-Aboriginal languages","Swedish","lang_known",580
"2957","Vancouver","Non-Official & Non-Aboriginal languages","Swedish","mother_tongue",1290
"2958","Vancouver","Non-Official & Non-Aboriginal languages","Swedish","most_at_home",220
"2959","Vancouver","Non-Official & Non-Aboriginal languages","Swedish","most_at_work",30
"2960","Vancouver","Non-Official & Non-Aboriginal languages","Swedish","lang_known",2765
"2961","Toronto","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","mother_tongue",136110
"2962","Toronto","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_home",63985
"2963","Toronto","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_work",985
"2964","Toronto","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","lang_known",193475
"2965","Calgary","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","mother_tongue",40960
"2966","Calgary","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_home",23010
"2967","Calgary","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_work",305
"2968","Calgary","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","lang_known",57570
"2969","Edmonton","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","mother_tongue",36755
"2970","Edmonton","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_home",20765
"2971","Edmonton","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_work",305
"2972","Edmonton","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","lang_known",50715
"2973","Vancouver","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","mother_tongue",66825
"2974","Vancouver","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_home",30695
"2975","Vancouver","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","most_at_work",635
"2976","Vancouver","Non-Official & Non-Aboriginal languages","Tagalog (Pilipino, Filipino)","lang_known",96290
"2977","Toronto","Aboriginal languages","Tahltan","mother_tongue",0
"2978","Toronto","Aboriginal languages","Tahltan","most_at_home",0
"2979","Toronto","Aboriginal languages","Tahltan","most_at_work",0
"2980","Toronto","Aboriginal languages","Tahltan","lang_known",0
"2981","Calgary","Aboriginal languages","Tahltan","mother_tongue",0
"2982","Calgary","Aboriginal languages","Tahltan","most_at_home",0
"2983","Calgary","Aboriginal languages","Tahltan","most_at_work",0
"2984","Calgary","Aboriginal languages","Tahltan","lang_known",0
"2985","Edmonton","Aboriginal languages","Tahltan","mother_tongue",0
"2986","Edmonton","Aboriginal languages","Tahltan","most_at_home",0
"2987","Edmonton","Aboriginal languages","Tahltan","most_at_work",0
"2988","Edmonton","Aboriginal languages","Tahltan","lang_known",0
"2989","Vancouver","Aboriginal languages","Tahltan","mother_tongue",0
"2990","Vancouver","Aboriginal languages","Tahltan","most_at_home",0
"2991","Vancouver","Aboriginal languages","Tahltan","most_at_work",0
"2992","Vancouver","Aboriginal languages","Tahltan","lang_known",10
"2993","Toronto","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","mother_tongue",20
"2994","Toronto","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_home",10
"2995","Toronto","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_work",0
"2996","Toronto","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","lang_known",30
"2997","Calgary","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","mother_tongue",10
"2998","Calgary","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_home",5
"2999","Calgary","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_work",0
"3000","Calgary","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","lang_known",10
"3001","Edmonton","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","mother_tongue",15
"3002","Edmonton","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_home",5
"3003","Edmonton","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_work",0
"3004","Edmonton","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","lang_known",20
"3005","Vancouver","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","mother_tongue",15
"3006","Vancouver","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_home",5
"3007","Vancouver","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","most_at_work",0
"3008","Vancouver","Non-Official & Non-Aboriginal languages","Tai-Kadai languages, n.i.e","lang_known",10
"3009","Toronto","Non-Official & Non-Aboriginal languages","Tamil","mother_tongue",109580
"3010","Toronto","Non-Official & Non-Aboriginal languages","Tamil","most_at_home",76095
"3011","Toronto","Non-Official & Non-Aboriginal languages","Tamil","most_at_work",1815
"3012","Toronto","Non-Official & Non-Aboriginal languages","Tamil","lang_known",146145
"3013","Calgary","Non-Official & Non-Aboriginal languages","Tamil","mother_tongue",1860
"3014","Calgary","Non-Official & Non-Aboriginal languages","Tamil","most_at_home",1190
"3015","Calgary","Non-Official & Non-Aboriginal languages","Tamil","most_at_work",20
"3016","Calgary","Non-Official & Non-Aboriginal languages","Tamil","lang_known",3215
"3017","Edmonton","Non-Official & Non-Aboriginal languages","Tamil","mother_tongue",2175
"3018","Edmonton","Non-Official & Non-Aboriginal languages","Tamil","most_at_home",1440
"3019","Edmonton","Non-Official & Non-Aboriginal languages","Tamil","most_at_work",15
"3020","Edmonton","Non-Official & Non-Aboriginal languages","Tamil","lang_known",3165
"3021","Vancouver","Non-Official & Non-Aboriginal languages","Tamil","mother_tongue",3275
"3022","Vancouver","Non-Official & Non-Aboriginal languages","Tamil","most_at_home",1930
"3023","Vancouver","Non-Official & Non-Aboriginal languages","Tamil","most_at_work",30
"3024","Vancouver","Non-Official & Non-Aboriginal languages","Tamil","lang_known",4860
"3025","Toronto","Non-Official & Non-Aboriginal languages","Telugu","mother_tongue",9010
"3026","Toronto","Non-Official & Non-Aboriginal languages","Telugu","most_at_home",4875
"3027","Toronto","Non-Official & Non-Aboriginal languages","Telugu","most_at_work",35
"3028","Toronto","Non-Official & Non-Aboriginal languages","Telugu","lang_known",13610
"3029","Calgary","Non-Official & Non-Aboriginal languages","Telugu","mother_tongue",955
"3030","Calgary","Non-Official & Non-Aboriginal languages","Telugu","most_at_home",560
"3031","Calgary","Non-Official & Non-Aboriginal languages","Telugu","most_at_work",0
"3032","Calgary","Non-Official & Non-Aboriginal languages","Telugu","lang_known",1290
"3033","Edmonton","Non-Official & Non-Aboriginal languages","Telugu","mother_tongue",935
"3034","Edmonton","Non-Official & Non-Aboriginal languages","Telugu","most_at_home",555
"3035","Edmonton","Non-Official & Non-Aboriginal languages","Telugu","most_at_work",0
"3036","Edmonton","Non-Official & Non-Aboriginal languages","Telugu","lang_known",1365
"3037","Vancouver","Non-Official & Non-Aboriginal languages","Telugu","mother_tongue",920
"3038","Vancouver","Non-Official & Non-Aboriginal languages","Telugu","most_at_home",425
"3039","Vancouver","Non-Official & Non-Aboriginal languages","Telugu","most_at_work",0
"3040","Vancouver","Non-Official & Non-Aboriginal languages","Telugu","lang_known",1430
"3041","Toronto","Non-Official & Non-Aboriginal languages","Thai","mother_tongue",1645
"3042","Toronto","Non-Official & Non-Aboriginal languages","Thai","most_at_home",580
"3043","Toronto","Non-Official & Non-Aboriginal languages","Thai","most_at_work",65
"3044","Toronto","Non-Official & Non-Aboriginal languages","Thai","lang_known",2450
"3045","Calgary","Non-Official & Non-Aboriginal languages","Thai","mother_tongue",635
"3046","Calgary","Non-Official & Non-Aboriginal languages","Thai","most_at_home",230
"3047","Calgary","Non-Official & Non-Aboriginal languages","Thai","most_at_work",25
"3048","Calgary","Non-Official & Non-Aboriginal languages","Thai","lang_known",975
"3049","Edmonton","Non-Official & Non-Aboriginal languages","Thai","mother_tongue",625
"3050","Edmonton","Non-Official & Non-Aboriginal languages","Thai","most_at_home",285
"3051","Edmonton","Non-Official & Non-Aboriginal languages","Thai","most_at_work",30
"3052","Edmonton","Non-Official & Non-Aboriginal languages","Thai","lang_known",830
"3053","Vancouver","Non-Official & Non-Aboriginal languages","Thai","mother_tongue",1930
"3054","Vancouver","Non-Official & Non-Aboriginal languages","Thai","most_at_home",670
"3055","Vancouver","Non-Official & Non-Aboriginal languages","Thai","most_at_work",100
"3056","Vancouver","Non-Official & Non-Aboriginal languages","Thai","lang_known",2870
"3057","Toronto","Aboriginal languages","Thompson (Ntlakapamux)","mother_tongue",0
"3058","Toronto","Aboriginal languages","Thompson (Ntlakapamux)","most_at_home",0
"3059","Toronto","Aboriginal languages","Thompson (Ntlakapamux)","most_at_work",0
"3060","Toronto","Aboriginal languages","Thompson (Ntlakapamux)","lang_known",0
"3061","Calgary","Aboriginal languages","Thompson (Ntlakapamux)","mother_tongue",0
"3062","Calgary","Aboriginal languages","Thompson (Ntlakapamux)","most_at_home",0
"3063","Calgary","Aboriginal languages","Thompson (Ntlakapamux)","most_at_work",0
"3064","Calgary","Aboriginal languages","Thompson (Ntlakapamux)","lang_known",0
"3065","Edmonton","Aboriginal languages","Thompson (Ntlakapamux)","mother_tongue",0
"3066","Edmonton","Aboriginal languages","Thompson (Ntlakapamux)","most_at_home",0
"3067","Edmonton","Aboriginal languages","Thompson (Ntlakapamux)","most_at_work",0
"3068","Edmonton","Aboriginal languages","Thompson (Ntlakapamux)","lang_known",0
"3069","Vancouver","Aboriginal languages","Thompson (Ntlakapamux)","mother_tongue",15
"3070","Vancouver","Aboriginal languages","Thompson (Ntlakapamux)","most_at_home",0
"3071","Vancouver","Aboriginal languages","Thompson (Ntlakapamux)","most_at_work",0
"3072","Vancouver","Aboriginal languages","Thompson (Ntlakapamux)","lang_known",25
"3073","Toronto","Non-Official & Non-Aboriginal languages","Tibetan","mother_tongue",4875
"3074","Toronto","Non-Official & Non-Aboriginal languages","Tibetan","most_at_home",3705
"3075","Toronto","Non-Official & Non-Aboriginal languages","Tibetan","most_at_work",45
"3076","Toronto","Non-Official & Non-Aboriginal languages","Tibetan","lang_known",5465
"3077","Calgary","Non-Official & Non-Aboriginal languages","Tibetan","mother_tongue",550
"3078","Calgary","Non-Official & Non-Aboriginal languages","Tibetan","most_at_home",395
"3079","Calgary","Non-Official & Non-Aboriginal languages","Tibetan","most_at_work",10
"3080","Calgary","Non-Official & Non-Aboriginal languages","Tibetan","lang_known",800
"3081","Edmonton","Non-Official & Non-Aboriginal languages","Tibetan","mother_tongue",20
"3082","Edmonton","Non-Official & Non-Aboriginal languages","Tibetan","most_at_home",20
"3083","Edmonton","Non-Official & Non-Aboriginal languages","Tibetan","most_at_work",0
"3084","Edmonton","Non-Official & Non-Aboriginal languages","Tibetan","lang_known",45
"3085","Vancouver","Non-Official & Non-Aboriginal languages","Tibetan","mother_tongue",265
"3086","Vancouver","Non-Official & Non-Aboriginal languages","Tibetan","most_at_home",165
"3087","Vancouver","Non-Official & Non-Aboriginal languages","Tibetan","most_at_work",10
"3088","Vancouver","Non-Official & Non-Aboriginal languages","Tibetan","lang_known",305
"3089","Toronto","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","mother_tongue",335
"3090","Toronto","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_home",105
"3091","Toronto","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_work",0
"3092","Toronto","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","lang_known",505
"3093","Calgary","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","mother_tongue",150
"3094","Calgary","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_home",75
"3095","Calgary","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_work",0
"3096","Calgary","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","lang_known",155
"3097","Edmonton","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","mother_tongue",100
"3098","Edmonton","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_home",60
"3099","Edmonton","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_work",10
"3100","Edmonton","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","lang_known",180
"3101","Vancouver","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","mother_tongue",220
"3102","Vancouver","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_home",90
"3103","Vancouver","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","most_at_work",0
"3104","Vancouver","Non-Official & Non-Aboriginal languages","Tibeto-Burman languages, n.i.e.","lang_known",295
"3105","Toronto","Non-Official & Non-Aboriginal languages","Tigrigna","mother_tongue",4720
"3106","Toronto","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_home",2480
"3107","Toronto","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_work",45
"3108","Toronto","Non-Official & Non-Aboriginal languages","Tigrigna","lang_known",5965
"3109","Calgary","Non-Official & Non-Aboriginal languages","Tigrigna","mother_tongue",2755
"3110","Calgary","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_home",2050
"3111","Calgary","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_work",15
"3112","Calgary","Non-Official & Non-Aboriginal languages","Tigrigna","lang_known",3565
"3113","Edmonton","Non-Official & Non-Aboriginal languages","Tigrigna","mother_tongue",2325
"3114","Edmonton","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_home",1655
"3115","Edmonton","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_work",15
"3116","Edmonton","Non-Official & Non-Aboriginal languages","Tigrigna","lang_known",3130
"3117","Vancouver","Non-Official & Non-Aboriginal languages","Tigrigna","mother_tongue",695
"3118","Vancouver","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_home",355
"3119","Vancouver","Non-Official & Non-Aboriginal languages","Tigrigna","most_at_work",0
"3120","Vancouver","Non-Official & Non-Aboriginal languages","Tigrigna","lang_known",935
"3121","Toronto","Aboriginal languages","Tlingit","mother_tongue",0
"3122","Toronto","Aboriginal languages","Tlingit","most_at_home",0
"3123","Toronto","Aboriginal languages","Tlingit","most_at_work",0
"3124","Toronto","Aboriginal languages","Tlingit","lang_known",0
"3125","Calgary","Aboriginal languages","Tlingit","mother_tongue",0
"3126","Calgary","Aboriginal languages","Tlingit","most_at_home",0
"3127","Calgary","Aboriginal languages","Tlingit","most_at_work",0
"3128","Calgary","Aboriginal languages","Tlingit","lang_known",0
"3129","Edmonton","Aboriginal languages","Tlingit","mother_tongue",0
"3130","Edmonton","Aboriginal languages","Tlingit","most_at_home",0
"3131","Edmonton","Aboriginal languages","Tlingit","most_at_work",0
"3132","Edmonton","Aboriginal languages","Tlingit","lang_known",0
"3133","Vancouver","Aboriginal languages","Tlingit","mother_tongue",0
"3134","Vancouver","Aboriginal languages","Tlingit","most_at_home",0
"3135","Vancouver","Aboriginal languages","Tlingit","most_at_work",0
"3136","Vancouver","Aboriginal languages","Tlingit","lang_known",0
"3137","Toronto","Aboriginal languages","Tsimshian","mother_tongue",0
"3138","Toronto","Aboriginal languages","Tsimshian","most_at_home",0
"3139","Toronto","Aboriginal languages","Tsimshian","most_at_work",0
"3140","Toronto","Aboriginal languages","Tsimshian","lang_known",0
"3141","Calgary","Aboriginal languages","Tsimshian","mother_tongue",0
"3142","Calgary","Aboriginal languages","Tsimshian","most_at_home",0
"3143","Calgary","Aboriginal languages","Tsimshian","most_at_work",0
"3144","Calgary","Aboriginal languages","Tsimshian","lang_known",0
"3145","Edmonton","Aboriginal languages","Tsimshian","mother_tongue",0
"3146","Edmonton","Aboriginal languages","Tsimshian","most_at_home",0
"3147","Edmonton","Aboriginal languages","Tsimshian","most_at_work",0
"3148","Edmonton","Aboriginal languages","Tsimshian","lang_known",0
"3149","Vancouver","Aboriginal languages","Tsimshian","mother_tongue",25
"3150","Vancouver","Aboriginal languages","Tsimshian","most_at_home",0
"3151","Vancouver","Aboriginal languages","Tsimshian","most_at_work",0
"3152","Vancouver","Aboriginal languages","Tsimshian","lang_known",65
"3153","Toronto","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","mother_tongue",410
"3154","Toronto","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_home",150
"3155","Toronto","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_work",0
"3156","Toronto","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","lang_known",560
"3157","Calgary","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","mother_tongue",140
"3158","Calgary","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_home",45
"3159","Calgary","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_work",0
"3160","Calgary","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","lang_known",200
"3161","Edmonton","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","mother_tongue",45
"3162","Edmonton","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_home",10
"3163","Edmonton","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_work",0
"3164","Edmonton","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","lang_known",70
"3165","Vancouver","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","mother_tongue",170
"3166","Vancouver","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_home",40
"3167","Vancouver","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","most_at_work",0
"3168","Vancouver","Non-Official & Non-Aboriginal languages","Turkic languages, n.i.e.","lang_known",225
"3169","Toronto","Non-Official & Non-Aboriginal languages","Turkish","mother_tongue",13695
"3170","Toronto","Non-Official & Non-Aboriginal languages","Turkish","most_at_home",8155
"3171","Toronto","Non-Official & Non-Aboriginal languages","Turkish","most_at_work",400
"3172","Toronto","Non-Official & Non-Aboriginal languages","Turkish","lang_known",20750
"3173","Calgary","Non-Official & Non-Aboriginal languages","Turkish","mother_tongue",1265
"3174","Calgary","Non-Official & Non-Aboriginal languages","Turkish","most_at_home",755
"3175","Calgary","Non-Official & Non-Aboriginal languages","Turkish","most_at_work",25
"3176","Calgary","Non-Official & Non-Aboriginal languages","Turkish","lang_known",1715
"3177","Edmonton","Non-Official & Non-Aboriginal languages","Turkish","mother_tongue",1745
"3178","Edmonton","Non-Official & Non-Aboriginal languages","Turkish","most_at_home",1140
"3179","Edmonton","Non-Official & Non-Aboriginal languages","Turkish","most_at_work",35
"3180","Edmonton","Non-Official & Non-Aboriginal languages","Turkish","lang_known",2380
"3181","Vancouver","Non-Official & Non-Aboriginal languages","Turkish","mother_tongue",2770
"3182","Vancouver","Non-Official & Non-Aboriginal languages","Turkish","most_at_home",1190
"3183","Vancouver","Non-Official & Non-Aboriginal languages","Turkish","most_at_work",35
"3184","Vancouver","Non-Official & Non-Aboriginal languages","Turkish","lang_known",4875
"3185","Toronto","Non-Official & Non-Aboriginal languages","Ukrainian","mother_tongue",26545
"3186","Toronto","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_home",12510
"3187","Toronto","Non-Official & Non-Aboriginal languages","Ukrainian","most_at_work",675
"3188","Toronto","Non-Official & Non-Aboriginal languages","Ukrainian","lang_known",38030
"3189","Calgary","Non-Official & Non-Aboriginal languages","Ukrainian","mother_tongue",3625
